1,-1,-1,-1,-1,531,532,-1,-1
10,-1,-1,-1,-1,-1,-1,-1,-1
100,-1,-1,-1,-1,-1,-1,-1,-1
101,-1,-1,-1,-1,355,-1,-1,-1
102,-1,-1,-1,-1,339,374,-1,-1
103,-1,-1,-1,-1,-1,-1,-1,-1
104,-1,-1,-1,-1,-1,-1,-1,-1
105,-1,-1,-1,-1,-1,-1,-1,-1
106,-1,426,-1,-1,409,425,-1,-1
107,-1,-1,-1,-1,442,-1,-1,-1
108,-1,-1,-1,-1,-1,-1,-1,-1
109,-1,-1,-1,-1,-1,-1,-1,-1
11,-1,569,-1,-1,-1,-1,-1,-1
110,-1,-1,-1,-1,-1,-1,-1,-1
12,-1,-1,-1,-1,-1,-1,-1,-1
13,-1,-1,-1,-1,-1,-1,-1,-1
14,-1,-1,-1,-1,336,364,-1,-1
15,-1,-1,-1,-1,-1,393,-1,-1
16,-1,-1,-1,-1,-1,-1,-1,-1
17,-1,-1,-1,-1,-1,-1,-1,-1
18,-1,-1,-1,-1,291,290,-1,-1
19,-1,-1,-1,-1,529,538,-1,-1
2,-1,-1,-1,-1,-1,-1,-1,-1
20,-1,-1,-1,-1,-1,-1,-1,-1
21,-1,-1,-1,-1,-1,-1,-1,-1
22,-1,-1,-1,-1,-1,-1,-1,-1
23,-1,-1,-1,-1,-1,-1,-1,-1
24,-1,-1,-1,-1,283,243,-1,-1
25,-1,-1,-1,-1,-1,-1,-1,-1
26,-1,-1,-1,-1,-1,-1,-1,-1
27,-1,-1,-1,-1,-1,-1,-1,-1
28,-1,-1,-1,-1,-1,-1,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1
3,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1
32,-1,-1,-1,-1,-1,-1,-1,-1
33,-1,-1,-1,-1,-1,-1,-1,-1
34,-1,-1,-1,-1,-1,-1,-1,-1
35,-1,-1,-1,-1,-1,-1,-1,-1
36,-1,-1,-1,-1,-1,-1,-1,-1
37,-1,-1,-1,-1,255,-1,-1,-1
38,-1,-1,-1,-1,434,436,-1,-1
39,-1,-1,-1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,-1,-1,-1,-1
40,-1,-1,-1,-1,-1,-1,-1,-1
41,-1,-1,-1,-1,-1,-1,-1,-1
42,-1,-1,-1,-1,-1,-1,-1,-1
43,-1,-1,-1,-1,215,-1,-1,-1
44,-1,-1,-1,-1,218,194,-1,-1
45,-1,-1,-1,-1,-1,438,-1,-1
46,-1,-1,-1,-1,-1,-1,-1,-1
47,-1,-1,-1,-1,-1,-1,-1,-1
48,-1,411,-1,-1,401,-1,-1,-1
49,-1,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1,-1
50,-1,-1,-1,-1,516,-1,-1,-1
51,-1,-1,-1,-1,580,601,-1,-1
52,-1,-1,-1,-1,444,446,-1,-1
53,-1,-1,-1,-1,-1,486,-1,-1
54,-1,-1,-1,-1,-1,-1,-1,-1
55,-1,-1,-1,-1,-1,-1,-1,-1
56,-1,-1,-1,-1,-1,435,-1,-1
57,-1,-1,-1,-1,-1,-1,-1,-1
58,-1,-1,-1,-1,334,302,-1,-1
59,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,-1
60,-1,-1,-1,-1,-1,-1,-1,-1
61,-1,610,-1,-1,-1,-1,-1,-1
62,-1,-1,-1,-1,-1,-1,-1,-1
63,-1,-1,-1,-1,-1,-1,-1,-1
64,-1,-1,-1,-1,588,581,-1,-1
65,-1,-1,-1,-1,484,531,-1,-1
66,-1,-1,-1,-1,580,-1,-1,-1
67,-1,-1,-1,-1,-1,-1,-1,-1
68,-1,-1,-1,-1,595,-1,-1,-1
69,-1,-1,-1,-1,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1,-1
70,-1,-1,-1,-1,248,298,-1,-1
71,-1,-1,-1,-1,-1,-1,-1,-1
72,-1,-1,-1,-1,469,-1,-1,-1
73,-1,-1,-1,-1,-1,-1,-1,-1
74,-1,-1,-1,-1,-1,-1,-1,-1
75,-1,-1,-1,-1,458,459,-1,-1
76,-1,-1,-1,-1,172,-1,-1,-1
77,-1,-1,-1,-1,-1,-1,-1,-1
78,-1,-1,-1,-1,-1,-1,-1,-1
79,-1,-1,-1,-1,-1,-1,-1,-1
8,-1,-1,-1,-1,531,-1,-1,-1
80,-1,504,-1,-1,481,503,-1,-1
81,-1,-1,-1,-1,340,365,-1,-1
82,-1,-1,-1,-1,-1,-1,-1,-1
83,-1,-1,-1,-1,-1,-1,-1,-1
84,-1,-1,-1,-1,-1,-1,-1,-1
85,-1,-1,-1,-1,-1,-1,-1,-1
86,-1,-1,-1,-1,-1,-1,-1,-1
87,-1,332,-1,-1,-1,330,-1,-1
88,-1,-1,-1,-1,-1,217,-1,-1
89,-1,304,-1,-1,-1,-1,-1,-1
9,-1,-1,-1,-1,-1,-1,-1,-1
90,-1,218,-1,-1,221,-1,-1,-1
91,-1,-1,-1,-1,-1,-1,-1,-1
92,-1,-1,-1,-1,-1,-1,-1,-1
93,-1,-1,-1,-1,-1,-1,-1,-1
94,-1,-1,-1,-1,146,141,-1,-1
95,-1,-1,-1,-1,-1,-1,-1,-1
96,-1,-1,-1,-1,-1,-1,-1,-1
97,-1,-1,-1,-1,290,296,-1,-1
98,-1,478,-1,-1,-1,-1,-1,-1
99,-1,-1,-1,-1,-1,-1,-1,-1
